lon;lat;h
-67.625;80.5;8.529
-66.625;80.5;9.615
-65.625;80.5;10.971
-64.625;80.5;12.36
-63.625;80.5;13.644
-62.625;80.5;14.799
-61.625;80.5;15.906
-60.625;80.5;17.076
-59.625;80.5;18.365999
-58.625;80.5;19.737
-57.625;80.5;21.084
-56.625;80.5;22.296
-55.625;80.5;23.334
-54.625;80.5;24.233999
-53.625;80.5;25.062
-52.625;80.5;25.860001
-51.625;80.5;26.625
-50.625;80.5;27.333
-49.625;80.5;27.983999
-48.625;80.5;28.611
-47.625;80.5;29.261999
-46.625;80.5;29.961
-45.625;80.5;30.693001
-44.625;80.5;31.419001
-43.625;80.5;32.099998
-42.625;80.5;32.717999
-41.625;80.5;33.257999
-40.625;80.5;33.716999
-39.625;80.5;34.110001
-38.625;80.5;34.479
-37.625;80.5;34.883999
-36.625;80.5;35.375999
-35.625;80.5;35.952
-34.625;80.5;36.536999
-33.625;80.5;37.016998
-32.625;80.5;37.280998
-31.625;80.5;37.271999
-30.625;80.5;36.978001
-29.625;80.5;36.414001
-28.625;80.5;35.622002
-27.625;80.5;34.671001
-26.625;80.5;33.687
-25.625;80.5;32.849998
-24.625;80.5;32.325001
-23.625;80.5;32.172001
-22.625;80.5;32.285999
-21.625;80.5;32.445
-20.625;80.5;32.426998
-19.625;80.5;32.157001
-18.625;80.5;31.737
-17.625;80.5;31.371
-16.625;80.5;31.215
-15.625;80.5;31.281
-14.625;80.5;31.443001
-13.625;80.5;31.569
-12.625;80.5;31.632
-11.625;80.5;31.743
-10.625;80.5;32.061001
-9.625;80.5;32.648998
-8.625;80.5;33.381001
-7.625;80.5;34.016998
-6.625;80.5;34.326
-5.625;80.5;34.250999
-4.625;80.5;33.93
-3.625;80.5;33.618
-2.625;80.5;33.530998
-1.625;80.5;33.737999
-0.625;80.5;34.158001
0.375;79.5;35.570999
1.375;79.5;35.723999
2.375;79.5;35.868
3.375;79.5;36.213001
4.375;79.5;36.813
5.375;79.5;37.502998
6.375;79.5;38.019001
7.375;79.5;38.183998
8.375;79.5;37.998001
9.375;79.5;37.569
10.375;79.5;37.011002
11.375;79.5;36.425999
12.375;79.5;35.903999
13.375;79.5;35.52
14.375;79.5;35.247002
15.375;79.5;34.902
16.375;79.5;34.238998
17.375;79.5;33.153
18.375;79.5;31.785
19.375;79.5;30.452999
20.375;79.5;29.4
21.375;79.5;28.643999
22.375;79.5;27.999001
23.375;79.5;27.299999
24.375;79.5;26.504999
25.375;79.5;25.691999
26.375;79.5;24.924
27.375;79.5;24.198
28.375;79.5;23.499001
29.375;79.5;22.860001
30.375;79.5;22.329
31.375;79.5;21.879
32.375;79.5;21.381001
33.375;79.5;20.705999
34.375;79.5;19.860001
35.375;79.5;18.993
36.375;79.5;18.273001
37.375;79.5;17.726999
38.375;79.5;17.232
39.375;79.5;16.665001
40.375;79.5;16.023001
41.375;79.5;15.429
42.375;79.5;15.006
43.375;79.5;14.733
44.375;79.5;14.472
45.375;79.5;14.082
46.375;79.5;13.524
47.375;79.5;12.882
48.375;79.5;12.243
49.375;79.5;11.634
50.375;79.5;11.01
51.375;79.5;10.359
52.375;79.5;9.747
53.375;79.5;9.3
54.375;79.5;9.078
55.375;79.5;9.003
56.375;79.5;8.889
57.375;79.5;8.58
58.375;79.5;8.073
59.375;79.5;7.506
60.375;79.5;7.008
61.375;79.5;6.591
62.375;79.5;6.147
63.375;79.5;5.574
64.375;79.5;4.908
65.375;79.5;4.275
66.375;79.5;3.789
67.375;79.5;3.444
68.375;79.5;3.132
69.375;79.5;2.772
70.375;79.5;2.385
71.375;79.5;2.049
72.375;79.5;1.83
73.375;79.5;1.719
74.375;79.5;1.671
75.375;79.5;1.638
76.375;79.5;1.596
77.375;79.5;1.521
78.375;79.5;1.38
79.375;79.5;1.188
80.375;79.5;1.02
81.375;79.5;0.957
82.375;79.5;1.008
83.375;79.5;1.056
84.375;79.5;0.954
85.375;79.5;0.633
86.375;79.5;0.174
87.375;79.5;-0.261
88.375;79.5;-0.543
89.375;79.5;-0.663
90.375;79.5;-0.693
91.375;79.5;-0.696
92.375;79.5;-0.669
93.375;79.5;-0.576
94.375;79.5;-0.402
95.375;79.5;-0.201
96.375;79.5;-0.045
97.375;79.5;0.021
98.375;79.5;0.003
99.375;79.5;-0.039
100.375;79.5;-0.027
101.375;79.5;0.105
102.375;79.5;0.402
103.375;79.5;0.837
104.375;79.5;1.293
105.375;79.5;1.587
106.375;79.5;1.557
107.375;79.5;1.164
108.375;79.5;0.504
109.375;79.5;-0.267
110.375;79.5;-1.014
111.375;79.5;-1.671
112.375;79.5;-2.181
113.375;79.5;-2.472
114.375;79.5;-2.517
115.375;79.5;-2.367
116.375;79.5;-2.169
117.375;79.5;-2.031
118.375;79.5;-1.962
119.375;79.5;-1.872
120.375;79.5;-1.725
121.375;79.5;-1.605
122.375;79.5;-1.656
123.375;79.5;-1.905
124.375;79.5;-2.202
125.375;79.5;-2.325
126.375;79.5;-2.193
127.375;79.5;-1.953
128.375;79.5;-1.824
129.375;79.5;-1.908
130.375;79.5;-2.064
131.375;79.5;-2.079
132.375;79.5;-1.887
133.375;79.5;-1.671
134.375;79.5;-1.674
135.375;79.5;-1.908
136.375;79.5;-2.07
137.375;79.5;-1.737
138.375;79.5;-0.723
139.375;79.5;0.723
140.375;79.5;2.067
141.375;79.5;2.883
142.375;79.5;3.126
143.375;79.5;3.066
144.375;79.5;3.018
145.375;79.5;3.099
146.375;79.5;3.201
147.375;79.5;3.204
148.375;79.5;3.099
149.375;79.5;3
150.375;79.5;3.003
151.375;79.5;3.102
152.375;79.5;3.198
153.375;79.5;3.237
154.375;79.5;3.228
155.375;79.5;3.237
156.375;79.5;3.264
157.375;79.5;3.231
158.375;79.5;3.027
159.375;79.5;2.61
160.375;79.5;2.061
161.375;79.5;1.536
162.375;79.5;1.146
163.375;79.5;0.882
164.375;79.5;0.669
165.375;79.5;0.447
166.375;79.5;0.273
167.375;79.5;0.252
168.375;79.5;0.432
169.375;79.5;0.708
170.375;79.5;0.918
171.375;79.5;0.972
172.375;79.5;0.987
173.375;79.5;1.167
174.375;79.5;1.629
175.375;79.5;2.265
176.375;79.5;2.823
177.375;79.5;3.132
178.375;79.5;3.231
179.375;79.5;3.303
-179.625;79.5;3.477
-178.625;79.5;3.684
-177.625;79.5;3.768
-176.625;79.5;3.639
-175.625;79.5;3.387
-174.625;79.5;3.162
-173.625;79.5;3.024
-172.625;79.5;2.898
-171.625;79.5;2.682
-170.625;79.5;2.391
-169.625;79.5;2.163
-168.625;79.5;2.124
-167.625;79.5;2.238
-166.625;79.5;2.325
-165.625;79.5;2.226
-164.625;79.5;1.944
-163.625;79.5;1.629
-162.625;79.5;1.419
-161.625;79.5;1.29
-160.625;79.5;1.101
-159.625;79.5;0.738
-158.625;79.5;0.228
-157.625;79.5;-0.285
-156.625;79.5;-0.693
-155.625;79.5;-1.005
-154.625;79.5;-1.293
-153.625;79.5;-1.563
-152.625;79.5;-1.722
-151.625;79.5;-1.683
-150.625;79.5;-1.476
-149.625;79.5;-1.281
-148.625;79.5;-1.278
-147.625;79.5;-1.5
-146.625;79.5;-1.824
-145.625;79.5;-2.103
-144.625;79.5;-2.295
-143.625;79.5;-2.463
-142.625;79.5;-2.685
-141.625;79.5;-2.961
-140.625;79.5;-3.216
-139.625;79.5;-3.387
-138.625;79.5;-3.474
-137.625;79.5;-3.507
-136.625;79.5;-3.513
-135.625;79.5;-3.495
-134.625;79.5;-3.486
-133.625;79.5;-3.531
-132.625;79.5;-3.666
-131.625;79.5;-3.837
-130.625;79.5;-3.948
-129.625;79.5;-3.93
-128.625;79.5;-3.825
-127.625;79.5;-3.75
-126.625;79.5;-3.78
-125.625;79.5;-3.852
-124.625;79.5;-3.798
-123.625;79.5;-3.486
-122.625;79.5;-2.904
-121.625;79.5;-2.16
-120.625;79.5;-1.377
-119.625;79.5;-0.597
-118.625;79.5;0.174
-117.625;79.5;0.906
-116.625;79.5;1.488
-115.625;79.5;1.77
-114.625;79.5;1.671
-113.625;79.5;1.233
-112.625;79.5;0.612
-111.625;79.5;-0.009
-110.625;79.5;-0.498
-109.625;79.5;-0.807
-108.625;79.5;-0.936
-107.625;79.5;-0.885
-106.625;79.5;-0.618
-105.625;79.5;-0.135
-104.625;79.5;0.465
-103.625;79.5;0.987
-102.625;79.5;1.26
-101.625;79.5;1.29
-100.625;79.5;1.29
-99.625;79.5;1.521
-98.625;79.5;2.067
-97.625;79.5;2.763
-96.625;79.5;3.357
-95.625;79.5;3.762
-94.625;79.5;4.149
-93.625;79.5;4.77
-92.625;79.5;5.664
-91.625;79.5;6.549
-90.625;79.5;7.041
-89.625;79.5;6.948
-88.625;79.5;6.432
-87.625;79.5;5.874
-86.625;79.5;5.625
-85.625;79.5;5.832
-84.625;79.5;6.48
-83.625;79.5;7.47
-82.625;79.5;8.634
-81.625;79.5;9.714
-80.625;79.5;10.392
-79.625;79.5;10.455
-78.625;79.5;9.951
-77.625;79.5;9.15
-76.625;79.5;8.358
-75.625;79.5;7.719
-74.625;79.5;7.2
-73.625;79.5;6.756
-72.625;79.5;6.498
-71.625;79.5;6.651
-70.625;79.5;7.377
-69.625;79.5;8.595
-68.625;79.5;10.041
-67.625;79.5;11.46
-66.625;79.5;12.795
-65.625;79.5;14.142
-64.625;79.5;15.612
-63.625;79.5;17.184
-62.625;79.5;18.726
-61.625;79.5;20.115
-60.625;79.5;21.341999
-59.625;79.5;22.464001
-58.625;79.5;23.523001
-57.625;79.5;24.51
-56.625;79.5;25.386
-55.625;79.5;26.148001
-54.625;79.5;26.82
-53.625;79.5;27.426001
-52.625;79.5;27.954
-51.625;79.5;28.41
-50.625;79.5;28.844999
-49.625;79.5;29.358
-48.625;79.5;30.003
-47.625;79.5;30.729
-46.625;79.5;31.427999
-45.625;79.5;32.015999
-44.625;79.5;32.505001
-43.625;79.5;32.976002
-42.625;79.5;33.492001
-41.625;79.5;34.037998
-40.625;79.5;34.544998
-39.625;79.5;34.950001
-38.625;79.5;35.262001
-37.625;79.5;35.528999
-36.625;79.5;35.801998
-35.625;79.5;36.09
-34.625;79.5;36.360001
-33.625;79.5;36.546001
-32.625;79.5;36.57
-31.625;79.5;36.375
-30.625;79.5;35.924999
-29.625;79.5;35.235001
-28.625;79.5;34.359001
-27.625;79.5;33.381001
-26.625;79.5;32.390999
-25.625;79.5;31.448999
-24.625;79.5;30.587999
-23.625;79.5;29.832001
-22.625;79.5;29.226
-21.625;79.5;28.857
-20.625;79.5;28.809
-19.625;79.5;29.094
-18.625;79.5;29.598
-17.625;79.5;30.117001
-16.625;79.5;30.483
-15.625;79.5;30.653999
-14.625;79.5;30.738001
-13.625;79.5;30.903
-12.625;79.5;31.278
-11.625;79.5;31.931999
-10.625;79.5;32.870998
-9.625;79.5;34.037998
-8.625;79.5;35.264999
-7.625;79.5;36.266998
-6.625;79.5;36.737999
-5.625;79.5;36.557999
-4.625;79.5;35.916
-3.625;79.5;35.223
-2.625;79.5;34.866001
-1.625;79.5;34.950001
-0.625;79.5;35.277
0.375;78.5;38.226002
1.375;78.5;38.847
2.375;78.5;39.417
3.375;78.5;39.837002
4.375;78.5;39.951
5.375;78.5;39.678001
6.375;78.5;39.167999
7.375;78.5;38.757
8.375;78.5;38.660999
9.375;78.5;38.685001
10.375;78.5;38.298
11.375;78.5;37.098
12.375;78.5;35.264999
13.375;78.5;33.498001
14.375;78.5;32.459999
15.375;78.5;32.214001
16.375;78.5;32.205002
17.375;78.5;31.833
18.375;78.5;30.999001
19.375;78.5;30.084
20.375;78.5;29.427
21.375;78.5;28.931999
22.375;78.5;28.221001
23.375;78.5;27.099001
24.375;78.5;25.773001
25.375;78.5;24.615
26.375;78.5;23.750999
27.375;78.5;22.986
28.375;78.5;22.094999
29.375;78.5;21.09
30.375;78.5;20.181
31.375;78.5;19.503
32.375;78.5;18.981001
33.375;78.5;18.452999
34.375;78.5;17.877001
35.375;78.5;17.325001
36.375;78.5;16.841999
37.375;78.5;16.341
38.375;78.5;15.696
39.375;78.5;14.898
40.375;78.5;14.1
41.375;78.5;13.47
42.375;78.5;13.017
43.375;78.5;12.609
44.375;78.5;12.105
45.375;78.5;11.493
46.375;78.5;10.854
47.375;78.5;10.26
48.375;78.5;9.693
49.375;78.5;9.111
50.375;78.5;8.502
51.375;78.5;7.905
52.375;78.5;7.356
53.375;78.5;6.873
54.375;78.5;6.456
55.375;78.5;6.096
56.375;78.5;5.766
57.375;78.5;5.415
58.375;78.5;5.028
59.375;78.5;4.653
60.375;78.5;4.338
61.375;78.5;4.053
62.375;78.5;3.678
63.375;78.5;3.129
64.375;78.5;2.472
65.375;78.5;1.878
66.375;78.5;1.446
67.375;78.5;1.101
68.375;78.5;0.699
69.375;78.5;0.198
70.375;78.5;-0.288
71.375;78.5;-0.624
72.375;78.5;-0.789
73.375;78.5;-0.879
74.375;78.5;-0.978
75.375;78.5;-1.083
76.375;78.5;-1.17
77.375;78.5;-1.266
78.375;78.5;-1.431
79.375;78.5;-1.68
80.375;78.5;-1.95
81.375;78.5;-2.187
82.375;78.5;-2.412
83.375;78.5;-2.673
84.375;78.5;-2.958
85.375;78.5;-3.171
86.375;78.5;-3.231
87.375;78.5;-3.156
88.375;78.5;-3.06
89.375;78.5;-3.042
90.375;78.5;-3.123
91.375;78.5;-3.282
92.375;78.5;-3.489
93.375;78.5;-3.723
94.375;78.5;-3.978
95.375;78.5;-4.26
96.375;78.5;-4.572
97.375;78.5;-4.848
98.375;78.5;-4.911
99.375;78.5;-4.548
100.375;78.5;-3.714
101.375;78.5;-2.655
102.375;78.5;-1.782
103.375;78.5;-1.353
104.375;78.5;-1.281
105.375;78.5;-1.254
106.375;78.5;-1.041
107.375;78.5;-0.705
108.375;78.5;-0.492
109.375;78.5;-0.597
110.375;78.5;-0.99
111.375;78.5;-1.443
112.375;78.5;-1.719
113.375;78.5;-1.728
114.375;78.5;-1.623
115.375;78.5;-1.668
116.375;78.5;-2.049
117.375;78.5;-2.67
118.375;78.5;-3.207
119.375;78.5;-3.369
120.375;78.5;-3.12
121.375;78.5;-2.682
122.375;78.5;-2.289
123.375;78.5;-2.031
124.375;78.5;-1.896
125.375;78.5;-1.899
126.375;78.5;-2.052
127.375;78.5;-2.22
128.375;78.5;-2.109
129.375;78.5;-1.506
130.375;78.5;-0.516
131.375;78.5;0.48
132.375;78.5;1.173
133.375;78.5;1.563
134.375;78.5;1.875
135.375;78.5;2.271
136.375;78.5;2.688
137.375;78.5;2.931
138.375;78.5;2.868
139.375;78.5;2.532
140.375;78.5;2.1
141.375;78.5;1.782
142.375;78.5;1.737
143.375;78.5;1.941
144.375;78.5;2.208
145.375;78.5;2.346
146.375;78.5;2.361
147.375;78.5;2.472
148.375;78.5;2.832
149.375;78.5;3.3
150.375;78.5;3.51
151.375;78.5;3.252
152.375;78.5;2.721
153.375;78.5;2.358
154.375;78.5;2.439
155.375;78.5;2.838
156.375;78.5;3.216
157.375;78.5;3.339
158.375;78.5;3.234
159.375;78.5;3.057
160.375;78.5;2.916
161.375;78.5;2.844
162.375;78.5;2.853
163.375;78.5;2.982
164.375;78.5;3.219
165.375;78.5;3.417
166.375;78.5;3.402
167.375;78.5;3.129
168.375;78.5;2.772
169.375;78.5;2.565
170.375;78.5;2.562
171.375;78.5;2.568
172.375;78.5;2.349
173.375;78.5;1.908
174.375;78.5;1.551
175.375;78.5;1.617
176.375;78.5;2.136
177.375;78.5;2.787
178.375;78.5;3.162
179.375;78.5;3.117
-179.625;78.5;2.808
-178.625;78.5;2.523
-177.625;78.5;2.415
-176.625;78.5;2.454
-175.625;78.5;2.523
-174.625;78.5;2.52
-173.625;78.5;2.439
-172.625;78.5;2.364
-171.625;78.5;2.415
-170.625;78.5;2.673
-169.625;78.5;3.111
-168.625;78.5;3.588
-167.625;78.5;3.939
-166.625;78.5;4.053
-165.625;78.5;3.909
-164.625;78.5;3.573
-163.625;78.5;3.12
-162.625;78.5;2.592
-161.625;78.5;1.956
-160.625;78.5;1.164
-159.625;78.5;0.3
-158.625;78.5;-0.396
-157.625;78.5;-0.687
-156.625;78.5;-0.597
-155.625;78.5;-0.498
-154.625;78.5;-0.813
-153.625;78.5;-1.626
-152.625;78.5;-2.547
-151.625;78.5;-3.078
-150.625;78.5;-3.051
-149.625;78.5;-2.775
-148.625;78.5;-2.688
-147.625;78.5;-2.976
-146.625;78.5;-3.489
-145.625;78.5;-3.963
-144.625;78.5;-4.29
-143.625;78.5;-4.521
-142.625;78.5;-4.728
-141.625;78.5;-4.902
-140.625;78.5;-5.004
-139.625;78.5;-5.061
-138.625;78.5;-5.163
-137.625;78.5;-5.358
-136.625;78.5;-5.598
-135.625;78.5;-5.763
-134.625;78.5;-5.766
-133.625;78.5;-5.622
-132.625;78.5;-5.4
-131.625;78.5;-5.142
-130.625;78.5;-4.833
-129.625;78.5;-4.47
-128.625;78.5;-4.116
-127.625;78.5;-3.858
-126.625;78.5;-3.702
-125.625;78.5;-3.549
-124.625;78.5;-3.297
-123.625;78.5;-2.982
-122.625;78.5;-2.769
-121.625;78.5;-2.757
-120.625;78.5;-2.844
-119.625;78.5;-2.808
-118.625;78.5;-2.532
-117.625;78.5;-2.16
-116.625;78.5;-1.929
-115.625;78.5;-1.959
-114.625;78.5;-2.145
-113.625;78.5;-2.328
-112.625;78.5;-2.478
-111.625;78.5;-2.691
-110.625;78.5;-3.018
-109.625;78.5;-3.36
-108.625;78.5;-3.537
-107.625;78.5;-3.459
-106.625;78.5;-3.216
-105.625;78.5;-2.961
-104.625;78.5;-2.805
-103.625;78.5;-2.769
-102.625;78.5;-2.835
-101.625;78.5;-2.934
-100.625;78.5;-2.922
-99.625;78.5;-2.607
-98.625;78.5;-1.941
-97.625;78.5;-1.128
-96.625;78.5;-0.531
-95.625;78.5;-0.336
-94.625;78.5;-0.372
-93.625;78.5;-0.285
-92.625;78.5;0.081
-91.625;78.5;0.516
-90.625;78.5;0.732
-89.625;78.5;0.759
-88.625;78.5;0.993
-87.625;78.5;1.83
-86.625;78.5;3.243
-85.625;78.5;4.839
-84.625;78.5;6.246
-83.625;78.5;7.434
-82.625;78.5;8.61
-81.625;78.5;9.837
-80.625;78.5;10.884
-79.625;78.5;11.382
-78.625;78.5;11.163
-77.625;78.5;10.422
-76.625;78.5;9.585
-75.625;78.5;9.084
-74.625;78.5;9.216
-73.625;78.5;10.086
-72.625;78.5;11.595
-71.625;78.5;13.473
-70.625;78.5;15.363
-69.625;78.5;16.983
-68.625;78.5;18.237
-67.625;78.5;19.236
-66.625;78.5;20.184
-65.625;78.5;21.225
-64.625;78.5;22.371
-63.625;78.5;23.507999
-62.625;78.5;24.504
-61.625;78.5;25.316999
-60.625;78.5;26.004
-59.625;78.5;26.649
-58.625;78.5;27.264
-57.625;78.5;27.792
-56.625;78.5;28.194
-55.625;78.5;28.527
-54.625;78.5;28.886999
-53.625;78.5;29.313
-52.625;78.5;29.747999
-51.625;78.5;30.114
-50.625;78.5;30.402
-49.625;78.5;30.674999
-48.625;78.5;30.993
-47.625;78.5;31.358999
-46.625;78.5;31.752001
-45.625;78.5;32.183998
-44.625;78.5;32.681999
-43.625;78.5;33.213001
-42.625;78.5;33.674999
-41.625;78.5;33.995998
-40.625;78.5;34.215
-39.625;78.5;34.491001
-38.625;78.5;34.952999
-37.625;78.5;35.591999
-36.625;78.5;36.278999
-35.625;78.5;36.900002
-34.625;78.5;37.424999
-33.625;78.5;37.868999
-32.625;78.5;38.162998
-31.625;78.5;38.174999
-30.625;78.5;37.803001
-29.625;78.5;37.083
-28.625;78.5;36.146999
-27.625;78.5;35.126999
-26.625;78.5;34.037998
-25.625;78.5;32.841
-24.625;78.5;31.539
-23.625;78.5;30.246
-22.625;78.5;29.198999
-21.625;78.5;28.653
-20.625;78.5;28.746
-19.625;78.5;29.343
-18.625;78.5;30.033001
-17.625;78.5;30.396
-16.625;78.5;30.344999
-15.625;78.5;30.278999
-14.625;78.5;30.740999
-13.625;78.5;31.884001
-12.625;78.5;33.272999
-11.625;78.5;34.263
-10.625;78.5;34.661999
-9.625;78.5;34.917
-8.625;78.5;35.667
-7.625;78.5;37.053001
-6.625;78.5;38.514
-5.625;78.5;39.291
-4.625;78.5;39.084
-3.625;78.5;38.279999
-2.625;78.5;37.554001
-1.625;78.5;37.347
-0.625;78.5;37.655998
0.375;77.5;41.030998
1.375;77.5;40.709999
2.375;77.5;40.686001
3.375;77.5;40.908001
4.375;77.5;41.049
5.375;77.5;40.914001
6.375;77.5;40.587002
7.375;77.5;40.257
8.375;77.5;39.980999
9.375;77.5;39.657001
10.375;77.5;39.176998
11.375;77.5;38.480999
12.375;77.5;37.518002
13.375;77.5;36.249001
14.375;77.5;34.737
15.375;77.5;33.174
16.375;77.5;31.764
17.375;77.5;30.608999
18.375;77.5;29.742001
19.375;77.5;29.16
20.375;77.5;28.806
21.375;77.5;28.5
22.375;77.5;28.014
23.375;77.5;27.254999
24.375;77.5;26.325001
25.375;77.5;25.368
26.375;77.5;24.414
27.375;77.5;23.4
28.375;77.5;22.313999
29.375;77.5;21.216
30.375;77.5;20.169001
31.375;77.5;19.17
32.375;77.5;18.243
33.375;77.5;17.448
34.375;77.5;16.820999
35.375;77.5;16.278
36.375;77.5;15.696
37.375;77.5;15.03
38.375;77.5;14.322
39.375;77.5;13.617
40.375;77.5;12.897
41.375;77.5;12.162
42.375;77.5;11.481
43.375;77.5;10.914
44.375;77.5;10.419
45.375;77.5;9.87
46.375;77.5;9.225
47.375;77.5;8.559
48.375;77.5;7.965
49.375;77.5;7.449
50.375;77.5;6.948
51.375;77.5;6.447
52.375;77.5;5.964
53.375;77.5;5.514
54.375;77.5;5.058
55.375;77.5;4.557
56.375;77.5;4.017
57.375;77.5;3.495
58.375;77.5;3.033
59.375;77.5;2.64
60.375;77.5;2.295
61.375;77.5;1.998
62.375;77.5;1.761
63.375;77.5;1.596
64.375;77.5;1.458
65.375;77.5;1.23
66.375;77.5;0.78
67.375;77.5;0.081
68.375;77.5;-0.741
69.375;77.5;-1.467
70.375;77.5;-1.917
71.375;77.5;-2.073
72.375;77.5;-2.07
73.375;77.5;-2.07
74.375;77.5;-2.151
75.375;77.5;-2.295
76.375;77.5;-2.487
77.375;77.5;-2.76
78.375;77.5;-3.15
79.375;77.5;-3.624
80.375;77.5;-4.104
81.375;77.5;-4.53
82.375;77.5;-4.896
83.375;77.5;-5.211
84.375;77.5;-5.43
85.375;77.5;-5.505
86.375;77.5;-5.448
87.375;77.5;-5.364
88.375;77.5;-5.346
89.375;77.5;-5.385
90.375;77.5;-5.4
91.375;77.5;-5.376
92.375;77.5;-5.43
93.375;77.5;-5.664
94.375;77.5;-6.024
95.375;77.5;-6.33
96.375;77.5;-6.474
97.375;77.5;-6.522
98.375;77.5;-6.555
99.375;77.5;-6.492
100.375;77.5;-6.156
101.375;77.5;-5.52
102.375;77.5;-4.812
103.375;77.5;-4.269
104.375;77.5;-3.915
105.375;77.5;-3.609
106.375;77.5;-3.321
107.375;77.5;-3.159
108.375;77.5;-3.12
109.375;77.5;-2.973
110.375;77.5;-2.508
111.375;77.5;-1.896
112.375;77.5;-1.557
113.375;77.5;-1.677
114.375;77.5;-1.953
115.375;77.5;-1.917
116.375;77.5;-1.44
117.375;77.5;-0.804
118.375;77.5;-0.318
119.375;77.5;-0.033
120.375;77.5;0.126
121.375;77.5;0.105
122.375;77.5;-0.192
123.375;77.5;-0.648
124.375;77.5;-0.957
125.375;77.5;-0.915
126.375;77.5;-0.615
127.375;77.5;-0.225
128.375;77.5;0.258
129.375;77.5;0.945
130.375;77.5;1.746
131.375;77.5;2.319
132.375;77.5;2.391
133.375;77.5;2.028
134.375;77.5;1.503
135.375;77.5;1.023
136.375;77.5;0.654
137.375;77.5;0.489
138.375;77.5;0.645
139.375;77.5;1.071
140.375;77.5;1.458
141.375;77.5;1.53
142.375;77.5;1.377
143.375;77.5;1.338
144.375;77.5;1.593
145.375;77.5;1.926
146.375;77.5;2.019
147.375;77.5;1.821
148.375;77.5;1.602
149.375;77.5;1.59
150.375;77.5;1.782
151.375;77.5;2.016
152.375;77.5;2.202
153.375;77.5;2.334
154.375;77.5;2.421
155.375;77.5;2.496
156.375;77.5;2.628
157.375;77.5;2.865
158.375;77.5;3.126
159.375;77.5;3.291
160.375;77.5;3.354
161.375;77.5;3.453
162.375;77.5;3.633
163.375;77.5;3.753
164.375;77.5;3.69
165.375;77.5;3.573
166.375;77.5;3.639
167.375;77.5;3.885
168.375;77.5;4.011
169.375;77.5;3.798
170.375;77.5;3.396
171.375;77.5;3.111
172.375;77.5;2.985
173.375;77.5;2.799
174.375;77.5;2.454
175.375;77.5;2.166
176.375;77.5;2.178
177.375;77.5;2.418
178.375;77.5;2.586
179.375;77.5;2.505
-179.625;77.5;2.289
-178.625;77.5;2.106
-177.625;77.5;1.986
-176.625;77.5;1.836
-175.625;77.5;1.59
-174.625;77.5;1.29
-173.625;77.5;1.053
-172.625;77.5;1.032
-171.625;77.5;1.347
-170.625;77.5;1.917
-169.625;77.5;2.46
-168.625;77.5;2.727
-167.625;77.5;2.757
-166.625;77.5;2.793
-165.625;77.5;2.931
-164.625;77.5;2.991
-163.625;77.5;2.778
-162.625;77.5;2.331
-161.625;77.5;1.821
-160.625;77.5;1.284
-159.625;77.5;0.639
-158.625;77.5;-0.081
-157.625;77.5;-0.651
-156.625;77.5;-0.96
-155.625;77.5;-1.206
-154.625;77.5;-1.65
-153.625;77.5;-2.217
-152.625;77.5;-2.556
-151.625;77.5;-2.496
-150.625;77.5;-2.328
-149.625;77.5;-2.478
-148.625;77.5;-3.006
-147.625;77.5;-3.582
-146.625;77.5;-3.936
-145.625;77.5;-4.167
-144.625;77.5;-4.521
-143.625;77.5;-5.013
-142.625;77.5;-5.424
-141.625;77.5;-5.628
-140.625;77.5;-5.79
-139.625;77.5;-6.102
-138.625;77.5;-6.525
-137.625;77.5;-6.819
-136.625;77.5;-6.855
-135.625;77.5;-6.72
-134.625;77.5;-6.564
-133.625;77.5;-6.438
-132.625;77.5;-6.306
-131.625;77.5;-6.09
-130.625;77.5;-5.667
-129.625;77.5;-4.899
-128.625;77.5;-3.819
-127.625;77.5;-2.766
-126.625;77.5;-2.205
-125.625;77.5;-2.334
-124.625;77.5;-2.949
-123.625;77.5;-3.669
-122.625;77.5;-4.26
-121.625;77.5;-4.677
-120.625;77.5;-4.908
-119.625;77.5;-4.95
-118.625;77.5;-4.908
-117.625;77.5;-4.986
-116.625;77.5;-5.31
-115.625;77.5;-5.784
-114.625;77.5;-6.198
-113.625;77.5;-6.456
-112.625;77.5;-6.639
-111.625;77.5;-6.87
-110.625;77.5;-7.137
-109.625;77.5;-7.272
-108.625;77.5;-7.11
-107.625;77.5;-6.66
-106.625;77.5;-6.165
-105.625;77.5;-5.919
-104.625;77.5;-6.006
-103.625;77.5;-6.201
-102.625;77.5;-6.237
-101.625;77.5;-6.093
-100.625;77.5;-5.952
-99.625;77.5;-5.856
-98.625;77.5;-5.508
-97.625;77.5;-4.614
-96.625;77.5;-3.372
-95.625;77.5;-2.415
-94.625;77.5;-2.199
-93.625;77.5;-2.538
-92.625;77.5;-2.814
-91.625;77.5;-2.598
-90.625;77.5;-1.92
-89.625;77.5;-0.951
-88.625;77.5;0.321
-87.625;77.5;1.977
-86.625;77.5;3.795
-85.625;77.5;5.289
-84.625;77.5;6.174
-83.625;77.5;6.672
-82.625;77.5;7.248
-81.625;77.5;8.058
-80.625;77.5;8.793
-79.625;77.5;9.078
-78.625;77.5;8.892
-77.625;77.5;8.568
-76.625;77.5;8.421
-75.625;77.5;8.556
-74.625;77.5;8.946
-73.625;77.5;9.621
-72.625;77.5;10.65
-71.625;77.5;11.979
